Cliente;Vendedor;CNPJ;Grupo Economico
SONDA SUPERMERCADOS EXP E IMP LTDA - 10;ANGELA MARIA;01937635000859;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635001154;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635001154;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635001154;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635001235;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635001235;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635001316;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635001316;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635001316;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635001405;SONDA
SONDA SUPERMERCADOS EXP E IMP LTDA - 15;ANGELA MARIA;01937635001588;SONDA
SONDA SUPERMERCADOS EXP E IMP LTDA - 15;ANGELA MARIA;01937635001588;SONDA
SONDA SUPERMERCADOS EXP E IMP LTDA - 15;ANGELA MARIA;01937635001588;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635001669;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635001669;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635001669;SONDA
SONDA SUPERMERCADOS EXP E IMP LTDA - CD;ANGELA MARIA;01937635001740;SONDA
SONDA SUPERMERCADOS EXP E IMP LTDA - CD;ANGELA MARIA;01937635001740;SONDA
SONDA SUPERMERCADOS EXP E IMP LTDA - CD;ANGELA MARIA;01937635001740;SONDA
SONDA SUPERMERCADOS EXP E IMP LTDA - CD;ANGELA MARIA;01937635001740;SONDA
SONDA SUPERMERCADOS EXP E IMP S A - 18;ANGELA MARIA;01937635001820;SONDA
SONDA SUPERMERCADOS EXP E IMP S A - 18;ANGELA MARIA;01937635001820;SONDA
SONDA SUPERMERCADOS EXP E IMP LTDA - 19;ANGELA MARIA;01937635001901;SONDA
SONDA SUPERMERCADOS EXP E IMP LTDA - 19;ANGELA MARIA;01937635001901;SONDA
SONDA SUPERMERCADOS EXP E IMP LTDA - 19;ANGELA MARIA;01937635001901;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635002045;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635002126;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635002126;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635002207;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635002398;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635002398;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635002479;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635002479;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635002550;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635002630;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635002630;SONDA
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635002630;SONDA
AGATE SUPERMERCADO MEDEIROS LTDA;CARLOS FERREIRA;08821404000158;SUPERMERCADO AGATE
AGATE SUPERMERCADO MEDEIROS LTDA;CARLOS FERREIRA;08821404000158;SUPERMERCADO AGATE
AGATE SUPERMERCADO MEDEIROS LTDA;CARLOS FERREIRA;08821404000158;SUPERMERCADO AGATE
AGATE SUPERMERCADO MEDEIROS LTDA;CARLOS FERREIRA;08821404000158;SUPERMERCADO AGATE
COMERCIAL ESPERANCA ATACADO DISTRIBUIDOR LTDA;DANIEL CAMACHO;49092398000394;ESPERANCA
COMERCIAL ESPERANCA ATACADO DISTRIBUIDOR LTDA;DANIEL CAMACHO;49092398000394;ESPERANCA
COMERCIAL ESPERANCA ATACADO DISTRIBUIDOR LTDA;DANIEL CAMACHO;49092398000394;ESPERANCA
PANIFICADORA E MERCADO JOANT LTDA;ERICK MOREIRA;50983360000129;PANIFICADORA E MERCADO JOANT
ROTISSERIA E ACOUGUE TRES BAIANOS LTDA - ME;JOSE ARTENCIO;01543681000105;TRES BAIANOS
ROTISSERIA E ACOUGUE TRES BAIANOS LTDA - ME;JOSE ARTENCIO;01543681000105;TRES BAIANOS
ROTISSERIA E ACOUGUE TRES BAIANOS LTDA - ME;JOSE ARTENCIO;01543681000105;TRES BAIANOS
COMERCIAL TAKARA PIRITUBA LTDA;CLAUDIO AKIO SOGA;03898783000160;REDE PLUS
COMERCIAL TAKARA PIRITUBA LTDA;CLAUDIO AKIO SOGA;03898783000160;REDE PLUS
COMERCIAL TAKARA PIRITUBA LTDA;CLAUDIO AKIO SOGA;03898783000160;REDE PLUS
COML DE ALIMENTOS TAKARA MUTINGA LTDA;CLAUDIO AKIO SOGA;02928162000110;REDE PLUS
COML DE ALIMENTOS TAKARA MUTINGA LTDA;CLAUDIO AKIO SOGA;02928162000110;REDE PLUS
COML DE ALIMENTOS TAKARA MUTINGA LTDA;CLAUDIO AKIO SOGA;02928162000110;REDE PLUS
COML DE ALIMENTOS TAKARA MUTINGA LTDA;CLAUDIO AKIO SOGA;02928162000110;REDE PLUS
COML DE ALIMENTOS TAKARA MUTINGA LTDA;CLAUDIO AKIO SOGA;02928162000110;REDE PLUS
COML DE ALIMENTOS TAKARA MUTINGA LTDA;CLAUDIO AKIO SOGA;02928162000110;REDE PLUS
COML DE ALIMENTOS TAKARA MUTINGA LTDA;CLAUDIO AKIO SOGA;02928162000110;REDE PLUS
AYUMI - MERCADINHO AYUMI LTDA - 01;LEANDRO GOLDINHO LOPES;67616128000155;AYUMI
AYUMI - MERCADINHO AYUMI LTDA - 01;LEANDRO GOLDINHO LOPES;67616128000155;AYUMI
AYUMI - MERCADINHO AYUMI LTDA - 01;LEANDRO GOLDINHO LOPES;67616128000155;AYUMI
AYUMI - MERCADINHO AYUMI LTDA - 01;LEANDRO GOLDINHO LOPES;67616128000155;AYUMI
AYUMI - MERCADINHO AYUMI LTDA - 02;LEANDRO GOLDINHO LOPES;67616128000236;AYUMI
AYUMI - MERCADINHO AYUMI LTDA - 02;LEANDRO GOLDINHO LOPES;67616128000236;AYUMI
AYUMI - MERCADINHO AYUMI LTDA - 02;LEANDRO GOLDINHO LOPES;67616128000236;AYUMI
AYUMI - MERCADINHO AYUMI LTDA - 03;LEANDRO GOLDINHO LOPES;67616128000317;AYUMI
AYUMI - MERCADINHO AYUMI LTDA - 03;LEANDRO GOLDINHO LOPES;67616128000317;AYUMI
AYUMI - MERCADINHO AYUMI LTDA - 03;LEANDRO GOLDINHO LOPES;67616128000317;AYUMI
AYUMI - MERCADINHO AYUMI LTDA - 04;LEANDRO GOLDINHO LOPES;67616128000406;AYUMI
AYUMI - MERCADINHO AYUMI LTDA - 04;LEANDRO GOLDINHO LOPES;67616128000406;AYUMI
AYUMI - MERCADINHO AYUMI LTDA - 04;LEANDRO GOLDINHO LOPES;67616128000406;AYUMI
ROD RAF - SUPERMERCADO CLIMAX LTDA - 15;MARIO MIZUKA;07577878000133;ROD RAF
BARBOSA - SILVA E BARBOSA COMERCIO DE ALIMENTOS - 26;RODOLFO QUERINO LUIZ - GERENTE DE AREA;60437647003394;BARBOSA
BARBOSA - SILVA E BARBOSA COMERCIO DE ALIMENTOS - 26;RODOLFO QUERINO LUIZ - GERENTE DE AREA;60437647003394;BARBOSA
BARBOSA - SILVA E BARBOSA COMERCIO DE ALIMENTOS - 26;RODOLFO QUERINO LUIZ - GERENTE DE AREA;60437647003394;BARBOSA
BOM BRASIL - COMERCIAL NG ALIMENTOS LTDA;PAULO COSTA;15158489000100;BOM BRASIL
BOM BRASIL - COMERCIAL S EDEN ALIMENTOS LTDA;PAULO COSTA;15158508000190;BOM BRASIL
JACARANDA - SUPERMERCADO TL CONTINENTAL LTDA - 02;PAULO COSTA;06927353000118;JACARANDA
FUJI - COM GEN ALIMENTICIOS IRMAOS FUGIHARA LTDA - 02;CAROLINA DOS SANTOS ROCHA;54518543000124;FUJI
FUJI - COM GEN ALIMENTICIOS IRMAOS FUGIHARA LTDA - 02;CAROLINA DOS SANTOS ROCHA;54518543000124;FUJI
FUJI - MERCADINHO FUJIHARA LT - 01;CAROLINA DOS SANTOS ROCHA;61845103000147;FUJI
FUJI - MERCADINHO FUJIHARA LT - 01;CAROLINA DOS SANTOS ROCHA;61845103000147;FUJI
FUJI - MERCADINHO KYO LTDA - 03;CAROLINA DOS SANTOS ROCHA;03334045000190;FUJI
FUJI - MERCADINHO KYO LTDA - 03;CAROLINA DOS SANTOS ROCHA;03334045000190;FUJI
GIGA BR DISTRIBUIDOR E ATACADISTA LTDA - ALPHAVILLE INDUSTRI;FERNANDO VOLTERO;10194833000275;CENCOSUD - GIGA
GIGA BR DISTRIBUIDOR E ATACADISTA LTDA - ALPHAVILLE INDUSTRI;FERNANDO VOLTERO;10194833000275;CENCOSUD - GIGA
GIGA BR DISTRIBUIDOR E ATACADISTA LTDA - ALPHAVILLE INDUSTRI;FERNANDO VOLTERO;10194833000275;CENCOSUD - GIGA
SUPERMERCADOS MAMBO LTDA - VILA LEOPOLDINA;FERNANDO VOLTERO;71676316000227;MAMBO - LOJAS
SUPERMERCADOS MAMBO LTDA - VILA ROMANA;FERNANDO VOLTERO;71676316000308;MAMBO - LOJAS
SUPERMERCADOS MAMBO LTDA - VILA ROMANA;FERNANDO VOLTERO;71676316000308;MAMBO - LOJAS
SUPERMERCADOS MAMBO LTDA - PINHEIROS;FERNANDO VOLTERO;71676316000499;MAMBO - LOJAS
SUPERMERCADOS MAMBO LTDA - BROOKLIN PAULISTA;FERNANDO VOLTERO;71676316000812;MAMBO - LOJAS
SUPERMERCADOS MAMBO LTDA - MORUMBI;FERNANDO VOLTERO;71676316000901;MAMBO - LOJAS
SAITO - MINI MERCADO NOVO MODELO LTDA - MATRIZ;CLAUDIO AKIO SOGA;06946252000194;SAITO
MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS - 02;EDVALDO DOS SANTOS PEREIRA;16881767000379;MERCADAO
MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS - 02;EDVALDO DOS SANTOS PEREIRA;16881767000379;MERCADAO
MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS - 02;EDVALDO DOS SANTOS PEREIRA;16881767000379;MERCADAO
MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS - 02;EDVALDO DOS SANTOS PEREIRA;16881767000379;MERCADAO
MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS - 02;EDVALDO DOS SANTOS PEREIRA;16881767000379;MERCADAO
MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS - 03;EDVALDO DOS SANTOS PEREIRA;16881767000298;MERCADAO
MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS - 03;EDVALDO DOS SANTOS PEREIRA;16881767000298;MERCADAO
MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS - 03;EDVALDO DOS SANTOS PEREIRA;16881767000298;MERCADAO
MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS - 03;EDVALDO DOS SANTOS PEREIRA;16881767000298;MERCADAO
MERCADAO ATACADISTA COMERCIAL DE ALIMENTOS - 03;EDVALDO DOS SANTOS PEREIRA;16881767000298;MERCADAO
DA PRACA - MINI MERCADO SOMOS TODOS IGUAIS LTDA - 11;LEONARDO VINICIUS;09198470000186;DA PRACA
DA PRACA - MINIMERCADO NESTAL LTDA;LEONARDO VINICIUS;09404819000199;DA PRACA
DA PRACA - DM DOS REIS MINI MERCADO LTDA - 05;LEONARDO VINICIUS;09720600000107;DA PRACA
DA PRACA - MJK - MINI MERCADO LTDA - EPP - 06;LEONARDO VINICIUS;07002255000132;DA PRACA
DA PRACA - CATAS ALTAS MINIMERCADO LTDA - 07;LEONARDO VINICIUS;10473483000103;DA PRACA
SUPERMERCADO DA PRACA IBITIRAMA LTDA - LOJA 08;LEONARDO VINICIUS;11140698000167;DA PRACA
DA PRACA - SUPERMERCADO DA ESTACAO LTDA - 09;LEONARDO VINICIUS;08913280000130;DA PRACA
SUPERMERCADO DA PRACA BRASKOL LTDA;LEONARDO VINICIUS;08110799000180;DA PRACA
DA PRACA - SUPERMERCADO DA PRACA DO RECANTO LTDA - 13;LEONARDO VINICIUS;08231520000117;DA PRACA
DA PRACA - W S FERREIRA - MINIMERCADO - EPP - 14;LEONARDO VINICIUS;09182112000185;DA PRACA
SUPERMERCADO DA PRACA MORRO DAS PEDRAS LTDA;LEONARDO VINICIUS;08110939000110;DA PRACA
DA PRACA - KASHICOI MINIMERCADO LTDA - EPP - 16;LEONARDO VINICIUS;01895834000175;DA PRACA
DA PRACA - MINIMERCADO BELA VISTA LTDA - 17;LEONARDO VINICIUS;09011397000191;DA PRACA
DA PRACA - HORTI CENTER ALEGRIA LTDA-ME - 18;LEONARDO VINICIUS;09188522000133;DA PRACA
ANTONIO MIRAMOTO & FILHO LT;JOSE SOARES;45072063000191;MERCADO MIRAMOTO
GENY BASILIO MONTEIRO;RONILSON RIBEIRO;96389093000167;SUPERMERCADO OSTRA
MINI MERCADO E PADARIA BONSUCESSO DE CUBATAO LTDA;JOSE SOARES;44592194000137;REDE LITORAL
MINI MERCADO UETI LTDA;RONILSON RIBEIRO;71789945000182;UETI
MINI MERCADO UETI LTDA;RONILSON RIBEIRO;71789945000182;UETI
MINI MERCADO UETI LTDA;RONILSON RIBEIRO;71789945000182;UETI
MINI MERCADO UETI LTDA;RONILSON RIBEIRO;71789945000182;UETI
MINIMERCADO NOVO SUCESSO LTDA;JOSE SOARES;05531089000136;NOVO SUCESSO
R NORABELE GUARUJA;JOSE SOARES;05049297000101;MERCADO MARE MANSA
SUPERMERCADO TALISMA DA VILA LTDA;JOSE SOARES;01174133000147;REDE LITORAL
SUPERMERCADO  TALISMA DE SAO VICENTE LTDA;JOSE SOARES;04846763000109;REDE LITORAL
SUPERMERCADO NOVA ONDA LTDA;RONILSON RIBEIRO;09608215000164;SUPERMERCADO NOVA ONDA
SUPERMERCADO NOVA ONDA LTDA;RONILSON RIBEIRO;09608215000164;SUPERMERCADO NOVA ONDA
SUPERMERCADO NOVA ONDA LTDA;RONILSON RIBEIRO;09608215000164;SUPERMERCADO NOVA ONDA
RK - SUPERMERCADO RIVIERA LTDA -11;MARIO MIZUKA;48124457000304;RICOY
RK - SUPERMERCADO RIVIERA LTDA -11;MARIO MIZUKA;48124457000304;RICOY
RK - SUPERMERCADO RIVIERA LTDA -11;MARIO MIZUKA;48124457000304;RICOY
RK - SUPERMERCADO RIVIERA LTDA -11;MARIO MIZUKA;48124457000304;RICOY
RK - SUPERMERCADO NACOES UNIDAS LTDA - 12;MARIO MIZUKA;07569651000499;RICOY
RK - SUPERMERCADO NACOES UNIDAS LTDA - 12;MARIO MIZUKA;07569651000499;RICOY
RK - SUPERMERCADO NACOES UNIDAS LTDA - 12;MARIO MIZUKA;07569651000499;RICOY
RK - SUPERMERCADO NACOES UNIDAS LTDA - 12;MARIO MIZUKA;07569651000499;RICOY
COMPANHIA BRASILEIRA DE DISTRIBUICAO;EDMILSON NUNES;47508411061961;EXTRA
MUNDO V - EMPORIO TOM DA TERRA COM DE PROD ALIM LTDA - ME -;TELEVENDAS - DA TERRINHA;09393476000104;MUNDO VERDE
MUNDO V - EMPORIO TOM DA TERRA COM DE PROD ALIM LTDA - ME -;TELEVENDAS - DA TERRINHA;09393476000104;MUNDO VERDE
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;ANGELA MARIA;01937635003106;SONDA
NOVASOC COMERCIAL LTDA;EDMILSON NUNES;03139761002403;EXTRA
D.P. COMERCIO DE GENEROS ALIMENTICIOS LTDA.;JOSE ARTENCIO;04902657000103;D P COMERCIO
D.P. COMERCIO DE GENEROS ALIMENTICIOS LTDA.;JOSE ARTENCIO;04902657000103;D P COMERCIO
D.P. COMERCIO DE GENEROS ALIMENTICIOS LTDA.;JOSE ARTENCIO;04902657000103;D P COMERCIO
D.P. COMERCIO DE GENEROS ALIMENTICIOS LTDA.;JOSE ARTENCIO;04902657000103;D P COMERCIO
DE MADUENO DISTRIBUIDOR E COMERCIO;KELVIN;17569908000113;TOCA DO ACAI DE MADUENO
DE MADUENO DISTRIBUIDOR E COMERCIO;KELVIN;17569908000113;TOCA DO ACAI DE MADUENO
DE MADUENO DISTRIBUIDOR E COMERCIO;KELVIN;17569908000113;TOCA DO ACAI DE MADUENO
DE MADUENO DISTRIBUIDOR E COMERCIO;KELVIN;17569908000113;TOCA DO ACAI DE MADUENO
DE MADUENO DISTRIBUIDOR E COMERCIO;KELVIN;17569908000113;TOCA DO ACAI DE MADUENO
ESPERANCA - ATACADO E AUTO SERVICO ESPERANCA LTDA - 05;DANIEL CAMACHO;05264937000430;ESPERANCA
ESPERANCA - ATACADO E AUTO SERVICO ESPERANCA LTDA - 06;DANIEL CAMACHO;05264937000511;ESPERANCA
ESPERANCA - ATACADO E AUTO SERVICO ESPERANCA LTDA - 04;DANIEL CAMACHO;05264937000350;ESPERANCA
ESPERANCA - ATACADO E AUTO SERVICO ESPERANCA LTDA - 03;DANIEL CAMACHO;05264937000198;ESPERANCA
ESPERANCA - ATACADO E AUTO SERVICO ESPERANCA LTDA - 07;DANIEL CAMACHO;05264937000864;ESPERANCA
COMERCIAL ESPERANCA ATACADISTA IMPORTACAO E EXPORTACAO LTDA;DANIEL CAMACHO;49092398000122;ESPERANCA
SAFRAVILLE - GK KORDOUTIS SUPERMERCADO LTDA - 03;WILSON PEREIRA;03164252000144;SAFRAVILLE
SAFRAVILLE - GK KORDOUTIS SUPERMERCADO LTDA - 03;WILSON PEREIRA;03164252000144;SAFRAVILLE
SAFRAVILLE - GK KORDOUTIS SUPERMERCADO LTDA - 03;WILSON PEREIRA;03164252000144;SAFRAVILLE
SAFRAVILLE - GK KORDOUTIS SUPERMERCADO LTDA - 03;WILSON PEREIRA;03164252000144;SAFRAVILLE
SAFRAVILLE - GK KORDOUTIS SUPERMERCADO LTDA - 03;WILSON PEREIRA;03164252000144;SAFRAVILLE
SAFRAVILLE  - PEKA KORDOUTIS SUPERMERCADO LTDA - 07;WILSON PEREIRA;10875738000156;SAFRAVILLE
SAFRAVILLE  - PEKA KORDOUTIS SUPERMERCADO LTDA - 07;WILSON PEREIRA;10875738000156;SAFRAVILLE
SAFRAVILLE  - PEKA KORDOUTIS SUPERMERCADO LTDA - 07;WILSON PEREIRA;10875738000156;SAFRAVILLE
SAFRAVILLE  - PEKA KORDOUTIS SUPERMERCADO LTDA - 07;WILSON PEREIRA;10875738000156;SAFRAVILLE
NAVARRO - MERCADO NAVARRO LTDA - 01;CAROLINA DOS SANTOS ROCHA;14015530000118;NAVARRO
NAVARRO - MERCADO NAVARRO LTDA - 01;CAROLINA DOS SANTOS ROCHA;14015530000118;NAVARRO
OURO AZUL DISTRIBUIDORA E IMPORTADORA DE PRODUTOS ALIMENTICI;EDVALDO DOS SANTOS PEREIRA;08081791000133;RICOY - CD
OURO AZUL DISTRIBUIDORA E IMPORTADORA DE PRODUTOS ALIMENTICI;EDVALDO DOS SANTOS PEREIRA;08081791000133;RICOY - CD
OURO AZUL DISTRIBUIDORA E IMPORTADORA DE PRODUTOS ALIMENTICI;EDVALDO DOS SANTOS PEREIRA;08081791000133;RICOY - CD
RECANTO COM DE FRIOS LTDA - ME;TELEVENDAS - DA TERRINHA;59475772000122;RECANTO DE FRIOS
ANDORINHA SUPERMERCADO LTDA;DANIEL CAMACHO;44480747000160;ANDORINHA
ANDORINHA SUPERMERCADO LTDA;DANIEL CAMACHO;44480747000160;ANDORINHA
MERCADINHO A MINEIRA LT;FLAVIA SIQUEIRA;47883566000172;A MINEIRA
MERCADINHO A MINEIRA LT;FLAVIA SIQUEIRA;47883566000172;A MINEIRA
MERCADINHO A MINEIRA LT;FLAVIA SIQUEIRA;47883566000172;A MINEIRA
MERCADINHO A MINEIRA LT;FLAVIA SIQUEIRA;47883566000172;A MINEIRA
HORTIFRUTI PAVAO DE OURO E MERCEARIA LTDA;INES MARTIN;07399410000104;PAVAO DE OURO
